LeadID,CustomerID,FullName,Phone,Email,LeadSource,Status,LeadScore,ConversionRate,AssignedTo,CreatedAt,Flow_ID
L007331,7331,Dương Ngọc Trà,734977926,duong.ngoc.tra@icloud.com,InBound,Qualified,12,0.119,Võ Nhật Linh,2024-03-09 06:31:07,F-2025-007331
L007332,7332,Phạm Lan Trà,333374475,pham.lan.tra@outlook.com,InBound,Qualified,24,0.1178,Lê Thu Trang,2025-05-15 05:08:31,F-2025-007332
L007333,7333,Đỗ Ngọc Nam,387282182,do.ngoc.nam@gmail.com,InBound,Nurturing,48,0.1178,Nguyễn Lan Anh,2025-09-21 07:31:06,F-2025-007333
L007334,7334,Hoàng Gia Chi,824152016,hoang.gia.chi@hotmail.com,InBound,Qualified,24,0.119,Hoàng Bảo Nguyên,2025-08-08 17:44:31,F-2025-007334
L007335,7335,Vũ Thị Linh,594496658,vu.thi.linh@gmail.com,InBound,Converted,42,0.1324,Trần Quốc Huy,2024-01-04 22:22:07,F-2025-007335
L007336,7336,Bùi Minh Phúc,751737558,bui.minh.phuc2435@yahoo.com,InBound,Qualified,12,0.1196,Hoàng Bảo Nguyên,2024-04-16 15:42:05,F-2025-007336
L007337,7337,Lê Đức Giang,356679420,le.duc.giang@hotmail.com,InBound,Qualified,30,0.1178,Phạm Minh Khoa,2025-04-20 14:28:52,F-2025-007337
L007338,7338,Trần Quốc Lộc,970357973,tran.quoc.loc@gmail.com,InBound,Contacted,6,0.1196,Nguyễn Lan Anh,2025-01-10 06:18:22,F-2025-007338
L007339,7339,Nguyễn Gia Phương,859217924,nguyen.gia.phuong2516@yahoo.com,InBound,Qualified,12,0.119,Hoàng Bảo Nguyên,2024-05-18 09:07:22,F-2025-007339
L007340,7340,Lý Ngọc Chi,849706962,ly.ngoc.chi@yahoo.com,InBound,Qualified,18,0.1178,Đặng Gia Phúc,2025-01-02 02:17:49,F-2025-007340
L007341,7341,Nguyễn Minh Quang,928773087,nguyen.minh.quang5615@outlook.com,InBound,Lost,0,0.1178,Lê Thu Trang,2024-09-14 13:39:53,F-2025-007341
L007342,7342,Huỳnh Quốc Dũng,744438547,huynh.quoc.dung6825@hotmail.com,InBound,Converted,42,0.1196,Lê Thu Trang,2025-03-17 03:53:58,F-2025-007342
L007343,7343,Phạm Thu Thảo,530950005,pham.thu.thao9925@hotmail.com,InBound,Lost,0,0.1178,Bùi Yến Nhi,2024-01-25 03:39:55,F-2025-007343
L007344,7344,Đặng Hữu Ngân,865938929,dang.huu.ngan@outlook.com,InBound,Qualified,48,0.1196,Trần Quốc Huy,2025-07-14 19:13:00,F-2025-007344
L007345,7345,Trần Mai Hương,786186560,tran.mai.huong4470@gmail.com,InBound,Qualified,12,0.1196,Võ Nhật Linh,2024-03-07 23:36:42,F-2025-007345
L007346,7346,Trần Anh Hạnh,896093354,tran.anh.hanh@hotmail.com,InBound,Lost,0,0.119,Hoàng Bảo Nguyên,2024-06-10 01:30:43,F-2025-007346
L007347,7347,Võ Thanh Trang,828498041,vo.thanh.trang@yahoo.com,InBound,Qualified,12,0.157,Bùi Yến Nhi,2025-02-09 16:37:36,F-2025-007347
L007348,7348,Bùi Đức Huy,989549599,bui.duc.huy@hotmail.com,InBound,Nurturing,18,0.1178,Đặng Gia Phúc,2025-03-09 01:33:46,F-2025-007348
L007349,7349,Vũ Mai Lộc,927666255,vu.mai.loc@outlook.com,InBound,Qualified,18,0.1178,Bùi Yến Nhi,2025-04-23 04:42:30,F-2025-007349
L007350,7350,Bùi Văn Lộc,870327026,bui.van.loc4433@hotmail.com,InBound,Lost,0,0.119,Trần Quốc Huy,2024-02-24 09:05:35,F-2025-007350
L007351,7351,Ngô Tuấn Hạnh,883063601,ngo.tuan.hanh@gmail.com,InBound,Qualified,12,0.1196,Lê Thu Trang,2024-01-15 12:44:54,F-2025-007351
L007352,7352,Đỗ Quốc Lộc,537729995,do.quoc.loc@yahoo.com,InBound,Contacted,6,0.1178,Lê Thu Trang,2024-11-24 15:47:42,F-2025-007352
L007353,7353,Dương Minh Ngọc,926799308,duong.minh.ngoc@outlook.com,InBound,Qualified,12,0.1178,Phạm Minh Khoa,2024-11-14 23:44:45,F-2025-007353
L007354,7354,Hoàng Phương Anh,890729238,hoang.phuong.anh4737@hotmail.com,InBound,Lost,0,0.1025,Võ Nhật Linh,2024-08-10 18:51:36,F-2025-007354
L007355,7355,Ngô Gia Trinh,739774231,ngo.gia.trinh@hotmail.com,InBound,Lost,0,0.1178,Đặng Gia Phúc,2024-10-16 15:21:23,F-2025-007355
L007356,7356,Đỗ Quốc Chi,861842707,do.quoc.chi@icloud.com,InBound,Qualified,12,0.1324,Hoàng Bảo Nguyên,2024-07-23 00:28:58,F-2025-007356
L007357,7357,Lê Văn Trà,745282788,le.van.tra3243@yahoo.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-07-19 23:06:07,F-2025-007357
L007358,7358,Phan Hữu Quỳnh,968644415,phan.huu.quynh@yahoo.com,InBound,Qualified,12,0.1178,Hoàng Bảo Nguyên,2024-03-26 11:19:16,F-2025-007358
L007359,7359,Phạm Minh Hoa,358692114,pham.minh.hoa@icloud.com,InBound,Qualified,12,0.1324,Nguyễn Lan Anh,2024-11-14 08:11:54,F-2025-007359
L007360,7360,Vũ Hữu Ngọc,937239488,vu.huu.ngoc@yahoo.com,InBound,Qualified,36,0.1178,Đặng Gia Phúc,2025-08-03 05:34:16,F-2025-007360
L007361,7361,Bùi Đức Chi,842477955,bui.duc.chi9042@icloud.com,InBound,Qualified,12,0.1324,Bùi Yến Nhi,2024-04-11 02:27:15,F-2025-007361
L007362,7362,Hoàng Gia Trung,821900724,hoang.gia.trung5524@yahoo.com,InBound,Converted,54,0.157,Lê Thu Trang,2025-06-20 23:36:39,F-2025-007362
L007363,7363,Phạm Thanh Hoa,934808564,pham.thanh.hoa@outlook.com,InBound,Qualified,18,0.119,Bùi Yến Nhi,2025-05-15 05:42:29,F-2025-007363
L007364,7364,Phạm Thị Linh,768811774,pham.thi.linh@gmail.com,InBound,Qualified,30,0.119,Bùi Yến Nhi,2025-04-11 01:00:13,F-2025-007364
L007365,7365,Hồ Quốc Kim,897151916,ho.quoc.kim4033@hotmail.com,InBound,Qualified,12,0.119,Nguyễn Lan Anh,2024-01-07 18:58:41,F-2025-007365
L007366,7366,Phan Lan Chi,823054286,phan.lan.chi@yahoo.com,InBound,Converted,66,0.1324,Võ Nhật Linh,2025-07-10 02:55:21,F-2025-007366
L007367,7367,Lý Thanh Hạnh,948136861,ly.thanh.hanh@icloud.com,InBound,Qualified,42,0.1196,Phạm Minh Khoa,2025-07-26 07:12:52,F-2025-007367
L007368,7368,Đỗ Gia Phát,954432989,do.gia.phat3174@outlook.com,InBound,Qualified,42,0.1324,Lê Thu Trang,2025-06-22 03:15:00,F-2025-007368
L007369,7369,Hoàng Gia Trung,720172185,hoang.gia.trung@outlook.com,InBound,Lost,0,0.119,Lê Thu Trang,2024-03-29 16:09:25,F-2025-007369
L007370,7370,Hoàng Ngọc Anh,784671501,hoang.ngoc.anh@outlook.com,InBound,Converted,42,0.1196,Đặng Gia Phúc,2024-12-21 07:02:29,F-2025-007370
L007371,7371,Phan Tuấn Linh,759421497,phan.tuan.linh@outlook.com,InBound,Contacted,6,0.119,Trần Quốc Huy,2025-04-29 22:02:47,F-2025-007371
L007372,7372,Vũ Anh Trà,816612883,vu.anh.tra@yahoo.com,InBound,Qualified,12,0.1178,Lê Thu Trang,2024-01-23 09:56:46,F-2025-007372
L007373,7373,Đặng Lan Huy,785103587,dang.lan.huy@icloud.com,InBound,Qualified,24,0.119,Bùi Yến Nhi,2025-07-25 23:54:04,F-2025-007373
L007374,7374,Ngô Minh Linh,765819758,ngo.minh.linh@yahoo.com,InBound,Lost,0,0.119,Bùi Yến Nhi,2024-07-20 20:47:44,F-2025-007374
L007375,7375,Hoàng Phương Giang,877532485,hoang.phuong.giang@outlook.com,InBound,Lost,0,0.1196,Bùi Yến Nhi,2024-04-09 22:43:27,F-2025-007375
L007376,7376,Hoàng Đức Vy,926024578,hoang.duc.vy@icloud.com,InBound,Qualified,12,0.1178,Trần Quốc Huy,2024-11-14 05:09:15,F-2025-007376
L007377,7377,Lê Ngọc Quang,992181044,le.ngoc.quang@hotmail.com,InBound,Qualified,12,0.1324,Trần Quốc Huy,2024-10-29 04:40:44,F-2025-007377
L007378,7378,Nguyễn Mai Khánh,588978875,nguyen.mai.khanh@yahoo.com,InBound,Lost,0,0.1324,Lê Thu Trang,2024-08-02 06:56:24,F-2025-007378
L007379,7379,Nguyễn Đức Trà,810067804,nguyen.duc.tra6654@gmail.com,InBound,Qualified,12,0.1196,Võ Nhật Linh,2025-03-19 14:36:48,F-2025-007379
L007380,7380,Đặng Lan Trà,934304886,dang.lan.tra@gmail.com,InBound,Nurturing,12,0.1178,Trần Quốc Huy,2025-08-17 04:10:31,F-2025-007380
L007381,7381,Đặng Thu Trung,321853803,dang.thu.trung@gmail.com,InBound,Qualified,12,0.119,Võ Nhật Linh,2024-07-02 04:17:41,F-2025-007381
L007382,7382,Phạm Anh Thảo,893586241,pham.anh.thao4921@gmail.com,InBound,Qualified,42,0.119,Nguyễn Lan Anh,2025-08-07 21:24:24,F-2025-007382
L007383,7383,Đỗ Thu Linh,817754533,do.thu.linh@gmail.com,InBound,Lost,0,0.1196,Bùi Yến Nhi,2024-09-22 13:46:47,F-2025-007383
L007384,7384,Phan Anh Hương,750228957,phan.anh.huong7@outlook.com,InBound,Qualified,12,0.1196,Trần Quốc Huy,2024-04-09 16:06:27,F-2025-007384
L007385,7385,Huỳnh Mai Trinh,534970200,huynh.mai.trinh6161@yahoo.com,InBound,Qualified,18,0.119,Trần Quốc Huy,2025-05-21 05:07:27,F-2025-007385
L007386,7386,Hoàng Thanh Kim,355554715,hoang.thanh.kim@outlook.com,InBound,Lost,0,0.1178,Lê Thu Trang,2024-03-06 16:51:26,F-2025-007386
L007387,7387,Ngô Hữu Vy,565783327,ngo.huu.vy@yahoo.com,InBound,Qualified,36,0.1324,Bùi Yến Nhi,2025-09-18 21:16:18,F-2025-007387
L007388,7388,Vũ Anh Hạnh,572735256,vu.anh.hanh@yahoo.com,InBound,Converted,42,0.1196,Lê Thu Trang,2024-01-14 16:17:18,F-2025-007388
L007389,7389,Lê Lan Hoa,750532497,le.lan.hoa@hotmail.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2024-09-26 17:18:22,F-2025-007389
L007390,7390,Hoàng Ngọc Ngọc,752673681,hoang.ngoc.ngoc9711@hotmail.com,InBound,Qualified,24,0.1178,Bùi Yến Nhi,2025-02-18 06:53:33,F-2025-007390
L007391,7391,Đặng Anh Dũng,849340965,dang.anh.dung4029@hotmail.com,InBound,Qualified,24,0.1178,Hoàng Bảo Nguyên,2025-05-10 21:45:43,F-2025-007391
L007392,7392,Nguyễn Thanh Thảo,536778761,nguyen.thanh.thao@gmail.com,InBound,Qualified,12,0.119,Lê Thu Trang,2024-12-08 02:39:34,F-2025-007392
L007393,7393,Dương Hữu Bảo,758315032,duong.huu.bao@gmail.com,InBound,Lost,0,0.119,Đặng Gia Phúc,2024-06-13 01:10:46,F-2025-007393
L007394,7394,Lê Lan Thảo,850265372,le.lan.thao2751@gmail.com,InBound,Qualified,18,0.1324,Hoàng Bảo Nguyên,2025-04-25 20:36:22,F-2025-007394
L007395,7395,Hoàng Anh An,595045749,hoang.anh.an5574@outlook.com,InBound,Qualified,12,0.119,Võ Nhật Linh,2025-03-13 23:01:20,F-2025-007395
L007396,7396,Lý Văn Thư,824396139,ly.van.thu@gmail.com,InBound,Qualified,12,0.119,Lê Thu Trang,2024-11-14 10:56:37,F-2025-007396
L007397,7397,Phạm Đức Trung,336920892,pham.duc.trung@icloud.com,InBound,Qualified,12,0.119,Phạm Minh Khoa,2024-11-14 02:10:27,F-2025-007397
L007398,7398,Lê Thu Phương,718749638,le.thu.phuong@hotmail.com,InBound,Lost,0,0.1324,Đặng Gia Phúc,2024-01-19 19:40:57,F-2025-007398
L007399,7399,Phan Văn Giang,558478223,phan.van.giang@yahoo.com,InBound,Converted,30,0.119,Võ Nhật Linh,2024-09-30 11:25:40,F-2025-007399
L007400,7400,Huỳnh Đức Khoa,923417242,huynh.duc.khoa7008@hotmail.com,InBound,Qualified,42,0.1178,Lê Thu Trang,2025-06-22 04:47:16,F-2025-007400
L007401,7401,Võ Mai Ngọc,369647339,vo.mai.ngoc@yahoo.com,InBound,Lost,0,0.119,Lê Thu Trang,2025-02-02 17:30:00,F-2025-007401
L007402,7402,Bùi Thu Phát,847662466,bui.thu.phat@yahoo.com,InBound,Qualified,12,0.1324,Phạm Minh Khoa,2024-07-08 06:09:33,F-2025-007402
L007403,7403,Hoàng Đức My,370495370,hoang.duc.my@gmail.com,InBound,Qualified,12,0.1178,Võ Nhật Linh,2024-02-17 12:45:38,F-2025-007403
L007404,7404,Nguyễn Thanh My,594142326,nguyen.thanh.my@outlook.com,InBound,Qualified,12,0.119,Phạm Minh Khoa,2024-03-09 03:48:31,F-2025-007404
L007405,7405,Dương Thị Trinh,741287544,duong.thi.trinh@yahoo.com,InBound,Qualified,18,0.119,Võ Nhật Linh,2025-03-07 13:56:18,F-2025-007405
L007406,7406,Nguyễn Gia Hương,567420258,nguyen.gia.huong8650@gmail.com,InBound,Lost,0,0.1196,Trần Quốc Huy,2024-02-14 08:07:40,F-2025-007406
L007407,7407,Huỳnh Hữu Vy,842555840,huynh.huu.vy204@gmail.com,InBound,Qualified,36,0.119,Lê Thu Trang,2025-09-06 13:33:03,F-2025-007407
L007408,7408,Ngô Mai Tài,393159418,ngo.mai.tai@gmail.com,InBound,Qualified,30,0.1324,Nguyễn Lan Anh,2025-09-22 01:17:04,F-2025-007408
L007409,7409,Nguyễn Phương Thảo,820548146,nguyen.phuong.thao9717@outlook.com,InBound,Qualified,12,0.1324,Phạm Minh Khoa,2024-11-27 20:33:02,F-2025-007409
L007410,7410,Dương Thị Khánh,569551145,duong.thi.khanh@icloud.com,InBound,Qualified,12,0.1324,Bùi Yến Nhi,2024-06-18 19:20:35,F-2025-007410
L007411,7411,Huỳnh Tuấn Trung,924044187,huynh.tuan.trung@yahoo.com,InBound,Lost,0,0.1196,Lê Thu Trang,2024-02-05 10:22:14,F-2025-007411
L007412,7412,Ngô Mai Chi,579403097,ngo.mai.chi@hotmail.com,InBound,Lost,0,0.119,Trần Quốc Huy,2024-05-29 08:49:48,F-2025-007412
L007413,7413,Hoàng Anh Giang,367061163,hoang.anh.giang7214@hotmail.com,InBound,Qualified,12,0.157,Lê Thu Trang,2024-01-24 07:11:46,F-2025-007413
L007414,7414,Dương Hữu Trà,555704848,duong.huu.tra@yahoo.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-03-24 10:34:04,F-2025-007414
L007415,7415,Phan Gia Long,554032049,phan.gia.long@yahoo.com,InBound,Lost,0,0.1178,Hoàng Bảo Nguyên,2024-04-20 18:50:34,F-2025-007415
L007416,7416,Huỳnh Đức Huy,719302848,huynh.duc.huy@yahoo.com,InBound,Qualified,12,0.1196,Võ Nhật Linh,2024-09-07 17:41:42,F-2025-007416
L007417,7417,Lê Quốc Phúc,912655791,le.quoc.phuc@gmail.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2024-10-09 17:10:42,F-2025-007417
L007418,7418,Ngô Minh Phúc,947221640,ngo.minh.phuc2053@yahoo.com,InBound,Qualified,24,0.1178,Phạm Minh Khoa,2025-07-19 10:00:01,F-2025-007418
L007419,7419,Hồ Phương Phúc,765790317,ho.phuong.phuc@hotmail.com,InBound,Lost,0,0.119,Nguyễn Lan Anh,2024-10-15 03:49:21,F-2025-007419
L007420,7420,Dương Ngọc My,890892685,duong.ngoc.my9367@icloud.com,InBound,Qualified,12,0.119,Phạm Minh Khoa,2024-06-22 06:14:23,F-2025-007420
L007421,7421,Phan Đức Linh,864018761,phan.duc.linh4172@icloud.com,InBound,Nurturing,12,0.1178,Bùi Yến Nhi,2025-01-23 21:30:23,F-2025-007421
L007422,7422,Võ Tuấn Khánh,872967487,vo.tuan.khanh@hotmail.com,InBound,Converted,42,0.1196,Hoàng Bảo Nguyên,2024-10-26 08:28:54,F-2025-007422
L007423,7423,Võ Hữu Dũng,391246779,vo.huu.dung@hotmail.com,InBound,Qualified,12,0.1178,Nguyễn Lan Anh,2024-08-29 22:45:42,F-2025-007423
L007424,7424,Trần Văn Hoa,535589473,tran.van.hoa@hotmail.com,InBound,Nurturing,42,0.1196,Bùi Yến Nhi,2025-09-13 14:29:26,F-2025-007424
L007425,7425,Lý Phương Quỳnh,811618651,ly.phuong.quynh@yahoo.com,InBound,Qualified,12,0.119,Lê Thu Trang,2024-01-03 09:42:21,F-2025-007425
L007426,7426,Bùi Gia Trinh,584643225,bui.gia.trinh@outlook.com,InBound,Converted,42,0.119,Võ Nhật Linh,2025-07-09 02:14:26,F-2025-007426
L007427,7427,Bùi Quốc Phát,871248734,bui.quoc.phat@outlook.com,InBound,Qualified,12,0.1178,Bùi Yến Nhi,2024-07-01 15:56:25,F-2025-007427
L007428,7428,Hồ Hữu Ngọc,875561941,ho.huu.ngoc@yahoo.com,InBound,Qualified,30,0.1178,Lê Thu Trang,2025-07-31 12:10:00,F-2025-007428
L007429,7429,Ngô Thu Trung,931901724,ngo.thu.trung@icloud.com,InBound,Converted,42,0.1178,Trần Quốc Huy,2024-02-22 08:30:52,F-2025-007429
L007430,7430,Đặng Hữu Thư,862928871,dang.huu.thu@yahoo.com,InBound,Nurturing,24,0.1324,Hoàng Bảo Nguyên,2025-05-13 20:03:43,F-2025-007430
L007431,7431,Lê Gia Chi,397628929,le.gia.chi5635@yahoo.com,InBound,Qualified,24,0.1196,Phạm Minh Khoa,2025-05-27 07:03:57,F-2025-007431
L007432,7432,Phan Ngọc Hạnh,394150692,phan.ngoc.hanh@yahoo.com,InBound,Qualified,12,0.119,Phạm Minh Khoa,2025-05-31 19:57:34,F-2025-007432
L007433,7433,Trần Quốc Anh,987614474,tran.quoc.anh@outlook.com,InBound,Nurturing,12,0.1178,Võ Nhật Linh,2025-03-16 13:25:22,F-2025-007433
L007434,7434,Vũ Gia Trung,930054293,vu.gia.trung@icloud.com,InBound,Lost,0,0.119,Lê Thu Trang,2024-09-17 13:47:01,F-2025-007434
L007435,7435,Lê Lan Phát,717341207,le.lan.phat@yahoo.com,InBound,Qualified,12,0.1196,Võ Nhật Linh,2024-03-16 23:17:53,F-2025-007435
L007436,7436,Đặng Hữu Tài,592812446,dang.huu.tai6304@yahoo.com,InBound,Lost,0,0.119,Đặng Gia Phúc,2024-04-01 01:28:29,F-2025-007436
L007437,7437,Hồ Hữu Quang,322677886,ho.huu.quang1431@outlook.com,InBound,Nurturing,24,0.119,Đặng Gia Phúc,2025-09-02 02:22:27,F-2025-007437
L007438,7438,Phạm Ngọc Quỳnh,766268023,pham.ngoc.quynh6651@gmail.com,InBound,Qualified,12,0.1178,Trần Quốc Huy,2024-11-10 18:25:20,F-2025-007438
L007439,7439,Hồ Văn Ngọc,358358187,ho.van.ngoc@hotmail.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2025-02-13 04:43:07,F-2025-007439
L007440,7440,Huỳnh Anh Chi,369972087,huynh.anh.chi2494@icloud.com,InBound,Qualified,12,0.1178,Phạm Minh Khoa,2024-07-05 07:47:20,F-2025-007440
L007441,7441,Phan Hữu Chi,525001430,phan.huu.chi@icloud.com,InBound,Qualified,24,0.1178,Lê Thu Trang,2025-06-27 07:04:48,F-2025-007441
L007442,7442,Đặng Tuấn Linh,815196989,dang.tuan.linh2207@hotmail.com,InBound,Qualified,30,0.1196,Bùi Yến Nhi,2025-08-22 02:56:31,F-2025-007442
L007443,7443,Đỗ Văn Kim,892839230,do.van.kim3691@hotmail.com,InBound,Qualified,12,0.1196,Đặng Gia Phúc,2024-10-30 17:02:50,F-2025-007443
L007444,7444,Võ Đức An,945560796,vo.duc.an@outlook.com,InBound,Qualified,24,0.119,Lê Thu Trang,2025-07-09 14:19:39,F-2025-007444
L007445,7445,Lê Quốc Trang,789919436,le.quoc.trang6670@yahoo.com,InBound,Qualified,12,0.157,Phạm Minh Khoa,2024-01-26 20:37:53,F-2025-007445
L007446,7446,Huỳnh Minh Phúc,910626627,huynh.minh.phuc2671@icloud.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2024-11-02 10:09:42,F-2025-007446
L007447,7447,Trần Mai Hương,837200612,tran.mai.huong4164@gmail.com,InBound,Converted,30,0.119,Lê Thu Trang,2024-12-09 08:00:45,F-2025-007447
L007448,7448,Võ Thị Linh,830050563,vo.thi.linh@yahoo.com,InBound,Converted,60,0.119,Lê Thu Trang,2025-04-22 16:03:07,F-2025-007448
L007449,7449,Huỳnh Anh Quang,353080098,huynh.anh.quang@yahoo.com,InBound,Contacted,6,0.1178,Bùi Yến Nhi,2024-12-20 12:41:28,F-2025-007449
L007450,7450,Nguyễn Thu Ngân,830930969,nguyen.thu.ngan@gmail.com,InBound,Lost,0,0.157,Nguyễn Lan Anh,2024-05-05 07:52:25,F-2025-007450
L007451,7451,Vũ Minh Giang,841487800,vu.minh.giang@hotmail.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2024-02-07 20:10:55,F-2025-007451
L007452,7452,Đặng Đức Ngân,965769265,dang.duc.ngan@outlook.com,InBound,Lost,0,0.119,Võ Nhật Linh,2024-08-04 11:41:54,F-2025-007452
L007453,7453,Hoàng Quốc Hoa,738265169,hoang.quoc.hoa248@outlook.com,InBound,Nurturing,24,0.1178,Phạm Minh Khoa,2025-09-21 01:31:40,F-2025-007453
L007454,7454,Vũ Thu Phương,532196087,vu.thu.phuong@gmail.com,InBound,Converted,42,0.1196,Hoàng Bảo Nguyên,2024-05-30 17:53:43,F-2025-007454
L007455,7455,Vũ Phương Khoa,844823365,vu.phuong.khoa@hotmail.com,InBound,Nurturing,12,0.1178,Bùi Yến Nhi,2025-02-15 11:28:38,F-2025-007455
L007456,7456,Phạm Đức An,541881240,pham.duc.an3686@hotmail.com,InBound,Qualified,36,0.1178,Phạm Minh Khoa,2025-05-12 03:11:13,F-2025-007456
L007457,7457,Ngô Đức Phát,381699312,ngo.duc.phat@icloud.com,InBound,Converted,42,0.1025,Phạm Minh Khoa,2024-04-09 22:13:02,F-2025-007457
L007458,7458,Hoàng Lan Bảo,739236966,hoang.lan.bao@gmail.com,InBound,Qualified,12,0.1196,Đặng Gia Phúc,2024-04-04 12:21:13,F-2025-007458
L007459,7459,Huỳnh Thu Kim,343917320,huynh.thu.kim@gmail.com,InBound,Lost,0,0.119,Đặng Gia Phúc,2024-02-10 21:48:57,F-2025-007459
L007460,7460,Đặng Quốc Linh,563900582,dang.quoc.linh9228@gmail.com,InBound,Converted,30,0.1196,Võ Nhật Linh,2024-04-16 12:29:29,F-2025-007460
L007461,7461,Dương Mai Phúc,764357738,duong.mai.phuc3769@yahoo.com,InBound,Qualified,12,0.119,Đặng Gia Phúc,2025-02-26 17:31:22,F-2025-007461
L007462,7462,Ngô Thu Ngọc,567859125,ngo.thu.ngoc@hotmail.com,InBound,Nurturing,42,0.1324,Lê Thu Trang,2025-09-06 03:59:00,F-2025-007462
L007463,7463,Đỗ Đức Kim,892345305,do.duc.kim@gmail.com,InBound,Qualified,12,0.1196,Hoàng Bảo Nguyên,2024-02-22 00:48:03,F-2025-007463
L007464,7464,Phan Phương Lộc,942319909,phan.phuong.loc@outlook.com,InBound,Nurturing,12,0.1196,Đặng Gia Phúc,2024-12-29 08:04:24,F-2025-007464
L007465,7465,Ngô Văn Giang,769374326,ngo.van.giang@gmail.com,InBound,Qualified,12,0.1025,Lê Thu Trang,2025-01-16 15:31:05,F-2025-007465
L007466,7466,Huỳnh Lan Kim,994231573,huynh.lan.kim@hotmail.com,InBound,Lost,0,0.157,Đặng Gia Phúc,2024-08-17 01:55:24,F-2025-007466
L007467,7467,Đặng Quốc Ngân,353440339,dang.quoc.ngan2757@gmail.com,InBound,Nurturing,12,0.119,Phạm Minh Khoa,2025-09-13 03:10:59,F-2025-007467
L007468,7468,Vũ Quốc Trang,855643001,vu.quoc.trang@yahoo.com,InBound,Nurturing,12,0.1196,Đặng Gia Phúc,2025-05-25 16:32:19,F-2025-007468
L007469,7469,Ngô Anh Phúc,543357876,ngo.anh.phuc2668@icloud.com,InBound,Qualified,12,0.1178,Hoàng Bảo Nguyên,2024-07-30 21:43:19,F-2025-007469
L007470,7470,Phạm Ngọc Trinh,393857476,pham.ngoc.trinh@outlook.com,InBound,Qualified,12,0.1178,Trần Quốc Huy,2024-05-01 15:42:13,F-2025-007470
L007471,7471,Lê Anh Thiện,739208989,le.anh.thien@outlook.com,InBound,Qualified,12,0.119,Hoàng Bảo Nguyên,2024-07-15 21:24:03,F-2025-007471
L007472,7472,Huỳnh Hữu Linh,518385151,huynh.huu.linh7985@outlook.com,InBound,Qualified,18,0.1196,Hoàng Bảo Nguyên,2025-02-19 12:10:10,F-2025-007472
L007473,7473,Bùi Đức Linh,844061252,bui.duc.linh8114@icloud.com,InBound,Qualified,12,0.119,Nguyễn Lan Anh,2024-02-23 12:06:00,F-2025-007473
L007474,7474,Nguyễn Thanh Ngân,882279014,nguyen.thanh.ngan@gmail.com,InBound,Nurturing,12,0.1178,Lê Thu Trang,2025-03-09 15:41:15,F-2025-007474
L007475,7475,Lê Mai Ngân,945910640,le.mai.ngan@yahoo.com,InBound,Converted,30,0.1196,Trần Quốc Huy,2024-08-11 23:46:28,F-2025-007475
L007476,7476,Ngô Anh Trinh,370082778,ngo.anh.trinh@outlook.com,InBound,Lost,0,0.119,Bùi Yến Nhi,2024-05-31 17:42:02,F-2025-007476
L007477,7477,Lý Quốc Ngọc,856938352,ly.quoc.ngoc424@hotmail.com,InBound,Qualified,30,0.119,Lê Thu Trang,2025-08-02 14:25:57,F-2025-007477
L007478,7478,Đặng Gia Anh,862876343,dang.gia.anh@hotmail.com,InBound,Qualified,24,0.1196,Lê Thu Trang,2025-07-22 04:22:20,F-2025-007478
L007479,7479,Trần Thị Long,766198890,tran.thi.long@yahoo.com,InBound,Qualified,12,0.1196,Nguyễn Lan Anh,2024-09-22 17:09:55,F-2025-007479
L007480,7480,Phan Đức Chi,960366351,phan.duc.chi@gmail.com,InBound,Lost,0,0.1324,Trần Quốc Huy,2024-03-14 13:55:58,F-2025-007480
L007481,7481,Lý Minh Trà,520917825,ly.minh.tra@yahoo.com,InBound,Qualified,18,0.1196,Võ Nhật Linh,2024-12-18 10:58:44,F-2025-007481
L007482,7482,Võ Tuấn Trinh,756529164,vo.tuan.trinh@hotmail.com,InBound,Nurturing,18,0.1178,Nguyễn Lan Anh,2025-02-05 01:05:44,F-2025-007482
L007483,7483,Võ Lan Kim,928669945,vo.lan.kim@icloud.com,InBound,Qualified,12,0.119,Nguyễn Lan Anh,2024-11-19 14:41:22,F-2025-007483
L007484,7484,Hoàng Lan Kim,373746356,hoang.lan.kim@icloud.com,InBound,Lost,0,0.119,Lê Thu Trang,2024-09-05 17:51:54,F-2025-007484
L007485,7485,Ngô Hữu Ngọc,987407221,ngo.huu.ngoc@gmail.com,InBound,Converted,42,0.119,Võ Nhật Linh,2024-02-02 09:45:43,F-2025-007485
L007486,7486,Vũ Thu Kim,316054415,vu.thu.kim@icloud.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2024-07-29 20:54:53,F-2025-007486
L007487,7487,Lê Thu Trà,961920691,le.thu.tra@icloud.com,InBound,Qualified,12,0.1178,Đặng Gia Phúc,2024-12-15 16:16:37,F-2025-007487
L007488,7488,Dương Ngọc Quỳnh,843380506,duong.ngoc.quynh@outlook.com,InBound,Contacted,6,0.1196,Đặng Gia Phúc,2025-01-20 09:00:21,F-2025-007488
